name,gender
كبرا,F
كبری,F
كبریا,F
كبوجیه,M
كبوده,M
كبیتا,F
كتایون,F
كتماره,M
كدمان,M
كدیور,M
كرا,F
كراخان,M
كرام الدین,M
كرامت,M
كرانه,F
كردعلی,M
كرشمه,F
كرم,M
كرم الله,M
كروخان,M
كریشنا,M
كریم,M
كریمه,F
كژال,F
كسا,M
كسرا,M
كسری,M
كشم,F
كشواد,M
كشور,F
كشوربانو,F
كلارا,F
كلاله,F
كلاهور,M
كلباد,M
كلثوم,F
كلیم الله,M
كمال,M
كمال الدین,M
كمال الملك,M
كمانگیر,M
كمانه,F
كمبوجیه,M
كمند,F
كمیل,M
كنارنگ,M
كندر,M
كندرو,M
كوت,M
كوثر,F
كوچك,M
كوچیار,F
كورش,M
كورنگ,M
كوروس,M
كوروش,M
كوش,M
كوشا,M
كوشاد,M
كوشان,M
كوشانه,F
كوشك,F
كوشیار,M
كوكب,F
كوكبه,F
كولیار,M
كوهرنگ,M
كوهسار,M
كوهشاد,M
كوهیار,M
كوهین,M
كوهینه,F
كهار,M
كهربا,F
كهرم,M
كهسار,F
كهیلا,M
كی آذر,M
كی آرمین,M
كی آفرید,F
كی آفرین,F
كی بانو,F
كی پیشین,M
كی دخت,F
كی راد,M
كی زاد,M
كی گشتاسپ,M
كی منوش,M
كیا,M
كیاجور,M
كیاچهر,M
كیادخت,F
كیارا,F
كیاراد,M
كیارخ,M
كیارزم,M
كیارس,M
كیارش,M
كیارنگ,both
كیازاد,both
كیازند,M
كیاشا,M
كیان,M
كیان بانو,F
كیان شیر,M
كیانا,F
كیاندخت,F
كیانمهر,M
كیانوش,M
كیانه,F
كیاوش,M
كیجا,F
كیجانا,F
كیخسرو,M
كیسان,M
كیسر,F
كیقباد,M
كیكاووس,M
كیمیا,F
كیناز,F
كیوان,M
كیوان بانو,F
كیوان دخت,F
كیوانچهر,F
كیوانرخ,F
كیوانزاد,F
كیوس,M
كیومرث,M
كیهان,M
كیهان دخت,F
كیهانه,F
گَرشاسب,M
گاتا,F
گارنیك,M
گالوس,M
گایار,M
گباد,M
گرامی,M
گرامیدخت,F
گرانخوار,M
گرانمایه,M
گرانمهر,F
گراهون,M
گرایش,M
گرداب,M
گردآزاد,M
گردآفرید,F
گردآفرین,F
گردگیر,M
گردو,M
گردیا,F
گردیك,both
گردیه,F
گرزم,M
گرزن,M
گرستون,M
گرسیوز,M
گرگین,M
گرمانك,M
گرمایل,M
گروخان,M
گروی,M
گزل,F
گژدهم,M
گژگین,M
گستهم,M
گشتا,F
گشتاسب,M
گشتاسپ,M
گشسپ,M
گشواد,M
گل,F
گل افروز,F
گل افسر,F
گل افشان,F
گل اندام,F
گل آذین,F
گل آرا,F
گل آسا,F
گل آفرید,F
گل آگین,F
گل آور,F
گل آویز,F
گل آیین,F
گل بالا,M
گل پر,F
گل پرست,F
گل پری,F
گل پناه,F
گل پیكر,F
گل تاج,F
گل تن,F
گل جهان,F
گل خند,F
گل دانه,F
گل دخت,F
گل دوست,F
گل ربا,F
گل سیما,F
گل شاد,F
گل گونه,F
گل نسا,F
گل وش,F
گلاب,F
گلابتون,F
گلاره,F
گلاسا,F
گلال,F
گلالان,both
گلاله,F
گلاویژ,F
گلایل,F
گلایول,F
گلایون,F
گلباد,both
گلباران,F
گلباش,F
گلبان,F
گلبانو,F
گلبر,F
گلبرگ,F
گلبن,F
گلبو,both
گلبوته,F
گلبهار,F
گلبیز,F
گلپاد,F
گلپونه,F
گلچهر,F
گلچهره,F
گلچین,F
گلدسته,F
گلدیس,F
گلرخ,F
گلرخسار,F
گلرنگ,F
گلرو,F
گلروی,F
گلریز,F
گلزاد,F
گلزار,F
گلسا,F
گلسان,F
گلستان,F
گلستانه,F
گلسر,F
گلسو,F
گلشا,F
گلشاه,M
گلشن,F
گلشهر,F
گلشید,F
گلعذار,F
گلفام,F
گلفشان,F
گلگله,M
گلگون,F
گلنار,F
گلناز,F
گلنام,F
گلندام,F
گلنواز,F
گلنوش,F
گلوریا,F
گلی,F
گلی ناز,F
گلیا,F
گلیار,F
گلین,F
گندم,F
گندمك,F
گوارا,M
گودرز,M
گورنگ,M
گوزل,M
گوشیار,M
گوطلا,F
گولی,F
گوهر,F
گوهرافروز,F
گوهرآرا,F
گوهربانو,F
گوهرتاب,F
گوهرتاج,F
گوهرتاش,F
گوهرچهر,F
گوهردخت,F
گوهرزاد,F
گوهرسان,F
گوهرشاد,F
گوهرشید,F
گوهرفشان,F
گوهرملك,F
گوهرناز,F
گوهرنگار,F
گوهره,F
گوهرین,F
گهار,M
گهر,F
گهربانو,F
گهرچهر,F
گهردخت,F
گهرناز,F
گهرنگار,F
گیتا,F
گیتی,F
گیتی ناز,F
گیسو,F
گیسیا,F
گیل,M
گیلار,F
گیلاكو,F
گیلانا,F
گیلدا,F
گیلنار,F
گیلو,M
گیلوا,F
گیو,M
گیهان,F
لَچَك,F
لابان,M
لاچین,F
لادبن,F
لادن,F
لار,both
لارما,both
لاریسا,F
لاله,F
لاله چهر,F
لاله دخت,F
لاله رخ,F
لاله رخسار,F
لاله رو,F
لاله زار,F
لاله گون,F
لاله وش,F
لامیا,F
لاوان,M
لاون,F
لاوین,M
لایه,F
لبخند,F
لبخنده,F
لبیب,M
لبینا,F
لتكا,F
لسان الدین,M
لطف الدین,M
لطف الله,M
لطفعلی,M
لطیف,M
لطیفه,F
لعبت,F
لعل,F
لعیا,F
لقمان,M
لمیا,F
لمیس,F
لنا,M
لنبك,M
لنیا,F
لواده,M
لورا,F
لهاك,M
لهراسب,M
لهراسپ,M
لؤلؤ,F
لیا,F
لیالی,F
لیان,F
لیبرا,both
لیبه,F
لیث,M
لیدا,F
لیزا,F
لیسا,F
لیلا,F
لیلی,F
لیلیا,F
لیلیان,F
لیمو,F
لینا,F
لیندا,F
لیو,F
لیوه,M
لئا,F
مَشیانه,F
مِهراب,M
ماتیار,M
ماتیسا,F
ماتیكان,M
ماتینا,F
ماجان,F
ماجد,M
ماجده,F
ماحوز,M
ماخ,M
مادیا,F
مادیس,M
ماراسپند,M
ماراسفند,M
مارال,F
مارتا,F
مارتیك,M
مارتین,M
ماردین,M
مارگاریتا,F
مارگریت,F
مارلین,F
ماروسپند,M
ماری,F
ماریا,F
ماریان,F
مارینا,F
ماریه,F
مازار,M
مازنه,M
مازیار,M
ماسا,F
ماسیس,both
ماشاءالله,M
ماشگانا,F
ماكان,M
ماگنولیا,F
مالك,M
مالكه,F
مامك,F
مامو,F
مامیثا,F
مانا,F
ماناسه,M
مانای,M
مانترَه,F
مانترا,F
ماندا,M
ماندان,F
ماندانا,F
ماندگار,M
ماندوی,F
مانك,F
مانگ,F
مانلی,both
مانند,F
مانوش,M
مانوشا,F
مانوشاك,F
مانه,F
مانی,M
مانیا,F
مانیان,F
مانیوك,F
ماورد,F
ماونداد,M
ماه آذر,both
ماه آفرید,F
ماه آفرین,F
ماه بانو,F
ماه برزین,M
ماه بنداد,M
ماه به,F
ماه بی بی,F
ماه پرن,F
ماه پری,F
ماه پیكر,F
ماه تابان,F
ماه جبین,F
ماه جهان,F
ماه چهره,F
ماه خاتون,F
ماه خانم,F
ماه خدای,F
ماه رخسار,F
ماه روی,F
ماه زیور,F
ماه سیما,F
ماه شاد,F
ماه شید,F
ماه صنم,F
ماه طلعت,F
ماه فرزین,M
ماه گشسپ,M
ماه لقا,F
ماه منظر,F
ماه منیر,F
ماه مهر,M
ماه نسا,F
ماهان,M
ماهانداد,M
ماهانه,F
ماهایا,F
ماهبد,F
ماهپاره,F
ماهتا,F
ماهتاب,F
ماهتاج,F
ماهتیسا,F
ماهچهر,F
ماهد,M
ماهداد,M
ماهدخت,F
ماهدیس,F
ماهر,M
ماهرخ,F
ماهرو,F
ماهزاد,F
ماهك,F
ماهكان,F
ماهگل,F
ماهناز,F
ماهناك,F
ماهنوش,F
ماهنی,F
ماهو,M
ماهوار,both
ماهور,F
ماهوش,F
ماهونداد,M
ماهویه,F
ماهی,F
ماهیار,M
ماهین,F
مایا,F
مائده,F
مأمون,M
مبارزالدین,M
مبارك,M
مباركه,F
مبین,M
مبینا,F
متی,M
متین,M
متینه,F
مجتبی,M
مجد,M
مجدالدین,M
مجدود,M
مجذوب,F
مجید,M
مجیر,M
مجیرالدین,M
محب الدین,M
محبت,F
محبوب,F
محبوبه,F
محترم,F
محتشم,M
محدث,M
محدثه,F
محراب,M
محرم,M
محسن,M
محسنه,F
محمد,M
محمد صالح,M
محمد كیا,M
محمد هادی,M
محمدامین,M
محمدآئین,M
محمدپارسا,M
محمدجواد,M
محمدحسین,M
محمدرضا,M
محمدطاها,M
محمدعباس,M
محمدعلی,M
محمدمتین,M
محمدمهدی,M
محمدیار,M
محمدیاسین,M
محمود,M
محنا,F
محی الدین,M
محیا,F
محیصا,F
محیط,M
محیی,M
مختار,M
مخمل,F
مدریك,M
مدیا,F
مدیسه,F
مدینه,F
مدیوماه,M
مراد,M
مرتضی,M
مرجان,F
مرجانه,F
مرجون,F
مرحان,F
مرحمت,F
مرداس,M
مردافكن,M
مردان شه,M
مرداویج,M
مردآوند,F
مردو,M
مرسا,M
مرسده,F
مرسل,M
مرسیا,F
مرشد,M
مرصاد,M
مرصع,F
مرضیه,F
مرمر,F
مرمرین,F
مروا,F
مروارید,F
مروان,M
مروانه,F
مریس,F
مریم,F
مزدا,M
مزدك,M
مژان,F
مژده,F
مژگان,F
مسباد,M
مستانه,F
مستوره,F
مسرور,F
مسعود,M
مسلم,M
مسلمه,F
مسیب,M
مسیح,M
مسیحا,F
مشتاق,M
مشرف,M
مشرف الدین,M
مشك,F
مشكات,F
مشكان,M
مشكاه,F
مشكدانه,F
مشكناز,F
مشكنك,F
مشكین,F
مشهود,M
مشهور,M
مشی,M
مشیا,M
مشیت,M
مشید,M
مشیر,M
مشیرالدین,M
مشیما,F
مصباح,M
مصطفی,M
مصفا,M
مصلح,M
مصلح الدین,M
مصیب,M
مطهر,M
مطهره,F
مطیب,M
مطیع الله,M
مظاهر,M
مظفر,M
مظفرالدین,M
مظفرعلی,M
مظهر,M
معاد,M
معتصم,M
معتضد,M
معتقد,M
معتمد,M
معراج,M
معزالدین,M
معصوم,F
معصومه,F
معطی,M
معظمه,F
معمر,M
معید,M
معین,M
معین الدین,M
مقبل,M
مقبله,F
مقتدر,M
مقداد,M
مقدسه,F
مقصد,M
مقصود,M
مقصوده,F
مقیما,M
مكابیز,M
مكرمه,F
مكینا,F
مكیناس,F
مكیه,F
مگابیز,M
ملاحت,F
ملك,F
ملك بانو,F
ملك تاج,F
ملك ناز,F
ملكا,M
ملكان,M
ملكه,F
ملورین,F
ملوس,F
ملوك,F
ملیحه,F
ملیسا,F
ملیكا,F
ملیكه,F
ملیله,F
ملینا,F
منا,F
منال,F
منجوق,F
منجیك,M
مندا,M
مندی,M
منذر,M
منشور,M
منصور,M
منصوره,F
منظر,F
منوچهر,M
منوره,F
منوش,M
منوشان,M
منوشچهر,M
منوشفر,M
منیر,F
منیره,F
منیژه,F
مورد,F
موژان,F
موسی,M
موشا,M
موكا,F
مولود,F
مونا,F
مونجوق,F
مونس,F
مونیكا,F
مویز,M
مه پاره,F
مه پیكر,F
مه جبین,F
مه زاد,both
مه سیما,F
مه فروز,F
مه فروغ,F
مه گل,F
مه لقا,F
مه یاس,F
مها,F
مهابت,M
مهام,M
مهان,M
مهبا,F
مهباد,M
مهبان,F
مهبد,M
مهبود,M
مهتا,F
مهتاب,F
مهتاج,F
مهترا,F
مهدا,F
مهداد,M
مهدخت,F
مهدی,M
مهدیا,F
مهدیار,M
مهدیس,F
مهدیسا,F
مهدیسه,F
مهدیه,F
مهذب الدین,M
مهر,F
مهر آریا,F
مهر آئین,F
مهر رخسار,F
مهرا,F
مهراج,M
مهراد,M
مهراز,M
مهراس,M
مهراسا,F
مهراسپند,M
مهرافروز,F
مهرافزا,F
مهرافزون,F
مهرافشان,F
مهرام,M
مهران,M
مهران ستاد,M
مهرانا,F
مهراندیش,F
مهرانگیز,F
مهرانه,F
مهراوه,F
مهرآذر,F
مهرآذین,F
مهرآزاد,M
مهرآسا,F
مهرآفرید,F
مهرآگین,F
مهرآمیز,F
مهرآور,F
مهربُرزین,M
مهربان,F
مهربانو,F
مهربد,M
مهربنداد,M
مهرپرور,M
مهرپوی,M
مهرپویا,M
مهرپیكر,M
مهرتا,F
مهرتاب,F
مهرتاش,M
مهرجو,M
مهرچهر,F
مهرچین,F
مهرخ,F
مهرداد,M
مهردار,M
مهردخت,F
مهردیس,F
مهرزاد,both
مهرسا,F
مهرسام,M
مهرشاد,M
مهرشید,F
مهرك,both
مهركیش,F
مهرگان,both
مهرگل,F
مهرمَس,M
مهرماه,M
مهرمنیر,F
مهرناز,F
مهرنرسه,M
مهرنسا,F
مهرنگ,both
مهرنگار,F
مهرنواز,F
مهرنوش,F
مهرنیا,M
مهرو,F
مهروز,F
مهروش,F
مهروی,F
مهری,F
مهریاد,M
مهریار,M
مهریز,F
مهریماه,F
مهرین,both
مهزیار,M
مهسا,F
مهسان,F
مهسانه,F
مهست,M
مهستا,F
مهستی,F
مهشاد,F
مهشید,F
مهفام,F
مهكامه,F
مهكیا,F
مهلا,F
مهنا,F
مهناز,F
مهنام,M
مهند,M
مهنور,F
مهنوش,F
مهنیا,F
مهوش,F
مهیا,F
مهیاد,M
مهیار,M
مهیاره,F
مهیتا,F
مهیره,F
مهیمنه,F
مهین,F
مهین دخت,F
میترا,F
میثاق,M
میثم,M
میچكا,F
میحاد,M
میخائیل,M
میخك,F
میران,M
میرانه,F
میرتو,F
میرو,M
میریام,F
میرین,M
میسا,F
میسان,F
میشا,both
میشان,M
میشانه,F
میشكا,F
میشواك,M
میشه,M
میشی,F
میعاد,M
میكاییل,M
میكائیل,M
میكسا,M
میگل,F
میلا,F
میلاد,M
میلان,M
میلانا,F
میمنت,F
مینا,F
میناز,F
مینو,F
مینوچهر,F
مینورام,F
مینورخ,F
مینوزاد,F
مینوس,M
مینوسرشت,F
مینوش,F
مینووش,F
میهن,F
میهن بانو,F
میهن تاج,F
میهن دخت,F
میهن یار,M
نَستور,M
ناتاشا,F
نادر,M
نادره,F
نادره گفتار,F
نادعلی,M
نادی,F
نادیا,F
نادین,both
نادینوس,M
نادیه,F
ناراین,F
ناربن,F
ناردانا,F
ناردانه,F
ناردخت,F
ناردیس,F
نارسیس,F
نارگل,F
نارگون,F
نارملا,F
نارمیلا,F
نارنج,F
نارو,F
نارون,both
ناریا,F
ناریكا,F
نارین,F
نارینا,F
نارینه,F
ناریه,F
ناز,F
نازان,F
نازانتا,F
نازآفرید,F
نازآفرین,F
نازبانو,F
نازبو,F
نازپرور,F
نازپری,F
نازجهان,F
نازخاتون,F
نازدانه,F
نازدخت,F
نازدلبر,F
نازرخ,F
نازك,F
نازگل,F
نازگوهر,F
نازگیتی,F
نازلی,F
نازمهر,F
نازنوش,F
نازنین,F
نازنین چهر,F
نازنین زهرا,F
نازی,F
نازیاب,F
نازیار,F
نازیتا,F
نازیك,F
نازیلا,F
نازینه,F
ناژین,F
ناشا,M
ناصح الدین,M
ناصر,M
ناصرالدین,M
ناضر,M
ناظم,M
نافه,F
ناكتا,F
نامجو,M
نامدار,M
نامور,M
نامی,M
نانا,F
نانسی,F
نانیسا,F
ناوَرز,M
ناوه,F
ناهید,F
ناهیرا,M
نایب,M
نایریكا,F
نائله,F
نائیریكا,F
نبات,F
نبرزین,M
نبوت,M
نبی,M
نجات,M
نجات الله,M
نجف,M
نجلا,F
نجم,F
نجم الدین,M
نجمه,F
نجوا,F
نجیب,M
نجیب الدین,M
نجیبه,F
نخستین,F
ندا,F
ندیم,M
ندیمه,F
نرجس,F
نرجس خاتون,F
نرداگشسپ,M
نرسا,F
نرسی,M
نرگس,F
نرمین,F
نریمان,M
نزهت,both
نسا,F
نساك,F
نستار,M
نستر,F
نسترن,F
نستود,M
نستوه,M
نستهین,M
نسرین,F
نسرین مهر,F
نسرین نوش,F
نسیبه,F
نسیم,F
نشاط,M
نشمیل,F
نشواد,M
نصر,M
نصرالدین,M
نصرالله,M
نصرت,both
نصرت الله,M
نصیبه,F
نصیر,M
نصیرا,M
نصیرالدین,M
نضیر,M
نظاره,F
نظام,M
نظام الدین,M
نظام الملك,M
نظرعلی,M
نعمان,M
نعمت,M
نعمت الله,M
نعنا,F
نعناع,F
نعیم,M
نعیم الدین,M
نعیما,M
نغمه,F
نفس,both
نفیسا,F
نفیسه,F
نقدعلی,M
نقره,F
نقی,M
نكوزاد,F
نكویار,F
نكهت,F
نكیسا,both
نگار,F
نگارا,F
نگاربسته,F
نگارشید,F
نگاره,F
نگارین,F
نگاه,F
نگین,F
نگینا,F
نگینه,F
نمایان,M
نوا,both
نواآفرین,F
نواب,M
نوازش,F
نوال,F
نوباوه,F
نوبخت,M
نوبر,F
نوبهار,both
نوتاش,M
نوتریكا,M
نوح,M
نوذر,M
نور,F
نورا,F
نورافشان,F
نورالدین,M
نورالله,M
نوران,F
نوراهان,M
نورآفرین,F
نورسته,F
نوروز,M
نورهان,M
نوری,both
نورین,F
نوریه,F
نوژان,F
نوش,M
نوش آذر,M
نوش آفرید,F
نوش آگین,F
نوش لب,F
نوشا,F
نوشاب,M
نوشابه,F
نوشاد,F
نوشان,F
نوشزاد,both
نوشناز,F
نوشه,F
نوشی,M
نوشیار,M
نوشید,F
نوشیروان,M
نوشین,F
نوشین لب,F
نوشینه,F
نوگل,F
نونا,F
نونهال,F
نویان,M
نوید,M
نوین,M
نهاد,M
نهال,F
نهام,M
نهضت,F
نیاتور,M
نیاز,F
نیاسا,both
نیاسان,M
نیاطوس,M
نیاك,M
نیالا,F
نیان,F
نیاوش,M
نیاوند,M
نیایش,F
نیتا,F
نیر,F
نیرمان,both
نیروانا,F
نیره,F
نیسا,F
نیسان,M
نیشا,F
نیشام,both
نیك,M
نیك اختر,F
نیك آفرید,F
نیك آفرین,F
نیك پی,M
نیك تاج,F
نیك تاش,F
نیك رای,M
نیك رخسار,F
نیك مهر,F
نیكا,both
نیكان,M
نیكاو,M
نیكتا,F
نیكچهر,F
نیكچهره,F
نیكدخت,F
نیكدل,M
نیكرخ,F
نیكروز,M
نیكروی,F
نیكزاد,M
نیكناز,F
نیكنام,M
نیكو,both
نیكو لقا,F
نیكوكار,M
نیكی,both
نیلا,F
نیلاب,F
نیلرام,F
نیلگون,F
نیلوفر,F
نیلیا,F
نیما,M
نیمتاج,F
نینا,F
نیو,M
نیوان,both
نیواندخت,F
نیوتش,M
نیوتیش,M
نیوزاد,M
نیوزار,M
نیوشا,both
نیوشه,F
نیووند,F
نیهاد,M
وَرَهرام,M
وَرد,F
وَسپار,M
وَسنه,M
وَلخش,M
وَهمنش,M
وُهومن,M
واپسین,F
واته,M
واتیار,M
واج,F
واجد,M
واحد,M
وادا,M
وادان,M
وادگان,M
وادی,F
وادیار,M
واران,M
وارتان,M
وارتوش,F
واردان,M
وارسته,both
وارش,M
وارونا,M
واژه,F
واسپور,M
واسپوهر,M
واصف,M
وافی,M
والا,M
واله,F
والی,M
والیه,F
وامق,M
وانان,M
وانتیار,M
وانوش,F
وانوشه,F
وانیار,F
واهب,M
وتار,M
وثوق,M
وجاسب,M
وجیه الله,M
وجیهه,F
وچان,F
وحدانه,F
وحدت,M
وحید,M
وحیدالدین,M
وحیده,F
وخش,M
وخش داد,M
وخشور,M
ودا,F
ودود,M
ودیع,M
وراز,M
ورازبنده,M
ورازپیروز,M
ورازتیرداد,M
ورازمهر,M
ورازنرسی,M
ورتا,F
ورتاج,F
ورجا,F
ورجاوند,M
وردانشاه,M
وردآور,F
وردی,F
وردین,M
ورزا,M
ورزاك,M
ورزان,M
ورزگمهر,M
ورزم,M
ورزمیار,M
ورزیار,M
ورزیر,M
ورساز,M
ورشاد,M
ورشان,F
ورشنگ,M
ورقا,F
ورگر,M
ورگیر,M
ورونیكا,M
وریا,M
وریشه,F
وژاسپ,M
وساك,M
وسپور,M
وسپوهر,M
وستا,both
وستوی,M
وستهم,M
وسمه,F
وسیم,F
وسیمه,F
وش,F
وشان,F
وشمگیر,M
وشن,F
وصال,both
وفا,both
وفا اندیش,M
وفادار,M
وقار,M
ولا,M
ولام,M
ولان,F
ولگا,F
ولی,M
ولی الله,M
ولید,M
ولیداد,M
وناز,F
وندا,both
ونداد,M
ونن,M
ونوس,F
ونوش,F
ونوشه,F
ونون,M
وه آفرید,F
وه آفرین,F
وه پناه,M
وه نوش,F
وه وران,M
وهاب,M
وهار,F
وهامان,M
وهان,F
وهب,M
وهبرز,M
وهرام,M
وهرام شاپور,M
وهرام گشسب,M
وهرو,F
وهزاد,M
وهسود,M
وهشاپور,M
وهشتیه,F
وهمن,M
وهمهر,M
وهنیا,M
وهوگون,F
ویارش,M
ویان,F
ویانا,F
ویدا,F
ویرا,both
ویراب,M
ویرو,F
ویریا,M
ویس,both
ویسپار,M
ویسپرد,M
ویستا,F
ویستور,M
ویستهم,M
ویسه,M
ویشتاسب,M
ویشكا,F
ویكتور,both
ویگن,M
وینا,F
ویناسب,M
ویو,M
ویوات,F
ویوان,M
ویوگ,F
ویولا,F
ویونا,F
ویهان,M
هَخامنش,M
هَردار,M
هَژیر,M
هُرمز,M
هُزوارش,M
هُژبر,M
هُووی,F
هابیل,M
هاتف,M
هاجر,F
هادان,M
هادی,M
هارا,F
هارپارك,M
هارپاك,M
هارون,M
هاشم,M
هاله,F
هامان,M
هامر,M
هامرز,M
هامن,M
هامون,M
هامویه,M
هامی,M
هامین,M
هانه,F
هانی,M
هانیا,F
هانیبال,M
هانیه,F
هاوار,M
هاوش,M
هاون,M
هاونی,M
هاووش,M
هایده,F
هایكا,M
هباسپ,M
هبیةلله,M
هجیر,M
هدا,F
هدایت,M
هدایت الله,M
هدسه,F
هدی,F
هدیه,F
هرانوش,F
هرمان,M
هرمزد,M
هرمزدیار,M
هرمس,M
هرمیس,F
هرمینا,F
هزاره,M
هزبر,M
هستنوه,F
هستی,F
هستیار,M
هشام,M
هفال,M
هفدن,F
هفیان,F
هگبه,F
هلاكو,M
هلاله,F
هلبژارده,M
هلبژیر,M
هلبست,M
هلپرین,F
هلدیر,M
هلكو,M
هلكوت,M
هلگر,M
هلگورد,M
هلما,F
هلمت,M
هلموت,M
هلن,F
هلنا,F
هلنسا,F
هلورین,M
هلیا,F
هلیله,F
هلینا,F
هلیوس,M
هلیون,F
هما,F
هماچهر,F
همافر,F
همام,M
همام الدین,M
هماوند,M
همایون,M
همایون بخت,F
همایون چهر,F
همت,M
همتا,both
همدم,F
همراز,F
همساز,F
همگام,F
همگون,M
همنواد,M
هموند,F
همیشه بهار,F
همیلا,F
هنار,F
هناو,F
هنرمند,M
هنگام,M
هنگامه,F
هنی,M
هنیا,F
هوار,M
هوال,M
هوآفرید,F
هوبَر,M
هوبخت,F
هوپاد,F
هوتَخش,M
هوتس,F
هوتسا,F
هوتك,M
هوتن,M
هوتوس,F
هود,M
هوداد,both
هودسا,F
هوده,F
هودین,M
هور,both
هورا,M
هوراد,M
هوراز,M
هورام,both
هورامان,M
هوران,both
هورآفرین,F
هوربانو,F
هورتاش,F
هورتن,F
هورچهر,F
هورخش,F
هورداد,F
هوردخت,F
هوردیس,F
هوررخ,F
هورزاد,F
هورسان,F
هورشاد,F
هورشید,F
هورفَر,F
هورمز,M
هورمزد,M
هورمك,M
هورمهر,F
هورناز,F
هوروَش,F
هوری,F
هوریار,M
هوزاد,F
هوزان,both
هوژین,F
هوسكر,M
هوشبام,F
هوشمند,M
هوشنگ,M
هوشیار,M
هوشیدر,M
هوفر,both
هوكَرپ,M
هوگر,M
هوگون,F
هولان,M
هوم,M
هومَت,M
هوما,F
هومان,both
هومن,M
هومهر,F
هونام,M
هونیا,F
هونیاك,M
هووَرشت,F
هویار,F
هویدا,both
هیبت,M
هیبت الله,M
هیتاسب,M
هیدی,M
هیدیكا,F
هیرا,M
هیراب,M
هیراد,M
هیران,F
هیربد,M
هیرسا,M
هیرش,M
هیرمند,M
هیرو,M
هیرود,M
هیزان,F
هیژا,M
هیژان,F
هیشنگ,M
هیشوی,M
هیلا,F
هیلان,F
هیلدا,F
هیما,F
هیمن,M
هیمو,F
هیمه,M
هینا,F
هینان,F
هیوا,both
هیوان,F
هیئت,M
یادگار,M
یادمهر,F
یار,M
یارا,M
یارات,F
یارتا,M
یارعلی,M
یارگل,F
یارمحمد,M
یارناز,F
یارنوش,F
یارور,M
یاره,M
یاری,F
یارین,F
یاس,F
یاس رخ,F
یاس گل,F
یاسان,M
یاسر,M
یاسما,F
یاسمن,F
یاسمین,F
یاسمینا,F
یاسین,M
یاسینا,F
یاشا,M
یاشار,M
یاشیل,F
یافا,F
یاقوت,M
یامور,F
یامین,F
یاور,M
یحیی,M
یدالله,M
یرحا,F
یرمیا,M
یزداد,M
یزدان,M
یزدان آفرید,M
یزدان بخت,M
یزدان داد,both
یزدان مهر,M
یزدانشاه,M
یزدانیار,M
یزدجرد,M
یزدگرد,M
یزدیار,M
یسرا,F
یسری,F
یسنا,F
یسنی,F
یعقوب,M
یغما,F
یغماناز,F
یكتا,both
یكمال,F
یكیتی,F
یگانه,F
یلان سینه,M
یلدا,F
یلدوز,F
یمنا,F
یمین الدین,M
ینال,M
یوتاب,F
یوحنا,M
یورام,M
یوزارسیف,M
یوسف,M
یوشع,M
یوشیج,M
یوكابد,F
یولدوز,F
یونا,M
یونس,M
یهودا,M
آ رمان,M
آ ریا,M
ا زاده,M
آ زاد,F
ا سماعیل,M
ا صغر,M
ا عظم,F
ا فشین,M
ا قدس,F
ا کبر,M
آ کو,M
آ لان,M
ا لشان,M
ا لنا ز,F
ا لناز,F
ا لها م,F
ا لهه,F
ا م البنین,F
ا میر,M
ا میر حسین,M
ا میر ر ضا,M
آ مینه,F
آ ناهید,F
ا نیس,F
آ ی تک,M
اکبر,M
الله بردی,M
ام لیلا,F
ابا,M
ابا بکر,M
ابا ذر,M
ابا سلت,M
ابا صلت,M
ابابکر,M
ابات,M
ابادر,M
اباذر علی,M
اباز,M
ابازر,M
اباس,M
اباسط,M
اباسعد,M
اباسل,M
اباسلت,M
اباسلط,M
اباسلک,M
اباصت,M
اباصد,M
اباصل,M
اباصلت,M
اباصلط,M
ابالفتح,M
آبامه,M
اباهیم,M
آبت اله,M
ابتاج,F
ابتسلم,F
ابتصام,F
آبتین آی,M
آبث,M
ابجد,M
ابحش,M
ابخش,M
ابدال,M
ابدالحسن,M
ابدالرضا,M
ابدالفضل,M
ابدالمجید,M
ابدالوصیل,M
ابدقدی,M
ابذر,M
ابر,M
ابر اهیم,M
ابر ناز,F
ابرا هیم,M
ابرااهیم,M
ابراحیم,M
ابراخیم,M
ابرار,M
ابراسیم,M
ابرامیم,M
ابران,M
ابراهبم,M
ابراهم,M
ابراهیک,M
ابراهیم اذر,M
ابراهیم اژدر,M
ابراهیم بگ,M
ابراهیم علی,M
ابراهیم محمد,M
ابراهیم هاتف,M
ابراهیمعلی,M
ابراهیمک,M
ابراهیمی,M
ابرایم,M
ابرایهم,M
ابرتهیم,M
ابرراهیم,M
ابرنیق,M
ابره,M
ابرههیم,M
ابرهیم,M
ابرهیم اژدر,M
ابرو,F
ابریجان,F
ابریزه,F
ابریس,M
ابس,M
ابصلت,M
ابفضل,M
ابقا,F
ابک,M
ابکار,M
ابلراهیم,M
ابلفرز,M
ابلفضل,M
ابلقا سم,M
ابلقاسم,M
ابلیس,M
ابمانعلی,M
ابمن,M
ابن اله,M
ابن علی,M
ابن یامین,M
ابو الحسن,M
ابو الفتح,M
ابو الفضل,M
ابو القاسم,M
ابو القیس,M
ابو المحمد,M
ابو بکر,M
ابو تراب,M
ابو حنیفه,M
ابو خالد,M
ابو ذر,M
ابو سعید,M
ابو طا لب,M
ابو طالب,M
ابو طللب,M
ابو طیب,M
